data.id	seg.size	status	RMS
c0_xy	118	1	-1
c0_xy	222	1	-1
c0_xy	119	1	-1
c0_xy	64	1	-1
c0_xy	174	1	-1
c0_xy	381	1	-1
c0_xy	222	1	-1
c0_xy	88	1	-1
c0_xy	213	1	-1
c0_xy	248	1	-1
c0_xy	163	1	-1
c0_xy	244	1	-1
c0_xy	114	1	-1
c0_xy	178	1	-1
c0_xy	155	1	-1
c0_xy	185	1	-1
c0_xy	126	1	-1
c0_xy	292	0	0.357996
c0_xy	175	1	-1
c0_xy	153	1	-1
c0_xy	167	1	-1
c0_xy	205	1	-1
c0_xy	172	1	-1
c0_xy	123	1	-1
c0_xy	108	1	-1
c0_xy	333	1	-1
c0_xy	120	1	-1
c0_xy	136	1	-1
c0_xy	300	1	-1
c0_xy	94	0	0.228222
c0_xy	200	1	-1
c0_xy	113	1	-1
c0_xy	400	1	-1
c0_xy	76	1	-1
c0_xy	89	1	-1
c0_xy	230	1	-1
c0_xy	95	1	-1
c0_xy	92	1	-1
c0_xy	137	1	-1
c0_xy	166	1	-1
c0_xy	91	1	-1
c0_xy	158	1	-1
c0_xy	166	1	-1
c0_xy	115	1	-1
c0_xy	192	1	-1
c0_xy	166	1	-1
c0_xy	195	1	-1
c0_xy	304	1	-1
c0_xy	211	1	-1
c0_xy	308	1	-1
c0_xy	312	1	-1
c0_xy	123	1	-1
c0_xy	89	1	-1
c0_xy	160	1	-1
c0_xy	172	0	0.182815
c0_xy	502	1	-1
c0_xy	147	1	-1
c0_xy	145	1	-1
c0_xy	118	1	-1
c0_xy	221	1	-1
c0_xy	94	1	-1
c0_xy	123	1	-1
c0_xy	273	1	-1
c0_xy	96	1	-1
c0_xy	168	1	-1
c0_xy	127	1	-1
c0_xy	96	1	-1
c0_xy	79	1	-1
c0_xy	233	1	-1
c0_xy	140	1	-1
c0_xy	109	1	-1
c0_xy	161	1	-1
c0_xy	140	1	-1
c0_xy	136	1	-1
c0_xy	286	1	-1
c0_xy	126	1	-1
c0_xy	160	1	-1
c0_xy	230	1	-1
c0_xy	122	1	-1
c0_xy	292	1	-1
c0_xy	352	1	-1
c0_xy	3	1	-1
c0_xy	95	1	-1
c0_xy	86	1	-1
c0_xy	148	1	-1
c0_xy	185	1	-1
c0_xy	219	1	-1
c0_xy	96	1	-1
c0_xy	96	1	-1
c0_xy	113	1	-1
c0_xy	172	1	-1
c0_xy	215	1	-1
c0_xy	300	1	-1
c0_xy	333	0	0.246508
c0_xy	131	1	-1
c0_xy	161	1	-1
c0_xy	138	1	-1
c0_xy	295	1	-1
c0_xy	119	1	-1
c0_xy	124	1	-1
c0_xy	103	1	-1
c0_xy	108	1	-1
c0_xy	138	1	-1
c0_xy	120	1	-1
c0_xy	338	1	-1
c0_xy	316	1	-1
c0_xy	115	1	-1
c0_xy	362	1	-1
c0_xy	197	1	-1
c0_xy	92	1	-1
c0_xy	335	1	-1
c0_xy	92	1	-1
c0_xy	89	1	-1
c0_xy	146	0	0.217778
c0_xy	276	1	-1
c0_xy	221	1	-1
c0_xy	276	1	-1
c0_xy	185	1	-1
c0_xy	130	1	-1
c0_xy	146	1	-1
c0_xy	198	1	-1
c0_xy	101	1	-1
c0_xy	110	1	-1
c0_xy	114	1	-1
c0_xy	97	1	-1
c0_xy	88	1	-1
c0_xy	91	1	-1
c0_xy	200	1	-1
c0_xy	375	1	-1
c0_xy	88	1	-1
c0_xy	116	1	-1
c0_xy	350	1	-1
c0_xy	193	1	-1
c0_xy	230	1	-1
c0_xy	302	1	-1
c0_xy	71	1	-1
c0_xy	139	1	-1
c0_xy	275	1	-1
c0_xy	146	0	0.226754
c0_xy	110	1	-1
c0_xy	120	1	-1
c0_xy	104	1	-1
c0_xy	264	1	-1
c0_xy	142	1	-1
c0_xy	150	1	-1
c0_xy	138	1	-1
c0_xy	126	1	-1
c0_xy	20	1	-1
c0_xy	61	1	-1
c0_xy	84	1	-1
c0_xy	160	1	-1
c0_xy	280	1	-1
c0_xy	105	1	-1
c0_xy	137	1	-1
c0_xy	225	1	-1
c0_xy	26	1	-1
c0_xy	110	1	-1
c0_xy	139	1	-1
c0_xy	122	1	-1
c0_xy	176	1	-1
c0_xy	85	1	-1
c0_xy	128	1	-1
c0_xy	109	1	-1
c0_xy	105	1	-1
c0_xy	307	1	-1
c0_xy	208	1	-1
c0_xy	34	1	-1
c0_xy	35	1	-1
c0_xy	217	1	-1
c0_xy	237	1	-1
c0_xy	6	1	-1
c0_xy	166	1	-1
c0_xy	7	1	-1
c0_xy	235	1	-1
c0_xy	99	1	-1
c0_xy	91	1	-1
c0_xy	95	1	-1
c0_xy	46	1	-1
c0_xy	73	1	-1
c0_xy	41	1	-1
c0_xy	141	1	-1
c0_xy	115	1	-1
c0_xy	65	1	-1
c0_xy	47	1	-1
c0_xy	104	1	-1
c0_xy	81	1	-1
c0_xy	10	1	-1
c0_xy	65	1	-1
c0_xy	202	1	-1
c0_xy	47	1	-1
c0_xy	218	1	-1
c0_xy	17	1	-1
c0_xy	86	1	-1
c0_xy	18	1	-1
c0_xy	33	1	-1
c0_xy	86	1	-1
c0_xy	201	1	-1
c0_xz	4	-1	-2
c0_xz	1057	0	0.37746
c0_xz	180	1	-1
c0_xz	81	1	-1
c0_xz	211	1	-1
c0_xz	1451	1	-1
c0_xz	1196	0	0.429498
c0_xz	891	0	0.365114
c0_xz	1872	0	0.314546
c0_xz	1852	0	0.269746
c0_xz	1505	0	0.420468
c0_xz	1679	0	0.241741
c0_xz	244	0	0.267084
c0_xz	1167	0	0.288276
c0_xz	1940	0	0.578769
c0_xz	549	1	-1
c0_xz	612	2	-1
c0_xz	419	1	-1
c0_xz	406	1	-1
c0_xz	808	0	0.56241
c0_xz	955	0	0.620444
c0_xz	1502	0	0.625589
c0_xz	11	1	-1
c0_xz	121	1	-1
c0_xz	467	0	0.481795
c0_xz	66	1	-1
c0_xz	959	0	0.763607
c0_xz	483	1	-1
c0_xz	1764	1	-1
c0_xz	352	1	-1
c0_xz	1637	0	0.437599
c0_xz	23	1	-1
c0_xz	226	1	-1
c0_xz	75	1	-1
c0_xz	1987	0	0.472817
c0_xz	80	1	-1
c0_xz	1191	0	0.334507
c0_xz	910	1	-1
c0_xz	853	1	-1
c0_xz	327	1	-1
c0_xz	497	0	0.762283
c0_xz	740	0	0.360387
c0_xz	1258	0	0.411528
c0_xz	109	1	-1
c0_xz	1461	1	-1
c0_xz	154	1	-1
c0_xz	12	1	-1
c0_xz	402	1	-1
c0_xz	1446	1	-1
c0_xz	1399	0	0.896374
c0_xz	530	0	0.514401
c0_xz	447	1	-1
c0_xz	823	0	0.926202
c0_xz	37	1	-1
c0_xz	423	0	0.467557
c0_xz	985	1	-1
c0_xz	1030	1	-1
c0_xz	748	2	-1
c0_xz	15	1	-1
c0_yz	2	-1	-2
c0_yz	179	1	-1
c0_yz	71	1	-1
c0_yz	1788	0	0.679997
c0_yz	1200	0	0.604651
c0_yz	50	1	-1
c0_yz	1525	0	0.296615
c0_yz	23	1	-1
c0_yz	1635	0	0.316766
c0_yz	2153	0	0.370723
c0_yz	51	1	-1
c0_yz	23	1	-1
c0_yz	1855	0	0.515637
c0_yz	996	0	0.351713
c0_yz	1368	0	0.435574
c0_yz	1960	1	-1
c0_yz	807	0	0.490809
c0_yz	3	1	-1
c0_yz	263	1	-1
c0_yz	325	1	-1
c0_yz	601	1	-1
c0_yz	2004	0	0.365565
c0_yz	1126	0	0.379243
c0_yz	1018	1	-1
c0_yz	1325	1	-1
c0_yz	80	1	-1
c0_yz	484	1	-1
c0_yz	1950	0	0.361421
c0_yz	1059	1	-1
c0_yz	1203	0	0.335934
c0_yz	126	1	-1
c0_yz	553	0	0.276722
c0_yz	585	1	-1
c0_yz	772	1	-1
c0_yz	58	1	-1
c0_yz	884	0	0.711606
c0_yz	249	1	-1
c0_yz	28	1	-1
c0_yz	1406	1	-1
c0_yz	116	1	-1
c0_yz	58	1	-1
c0_yz	11	1	-1
c0_yz	1163	1	-1
c0_yz	202	1	-1
c0_yz	418	1	-1
c0_yz	704	1	-1
c0_yz	875	1	-1
c0_yz	486	1	-1
c1_xy	10	-1	-2
c1_xy	35	1	-1
c1_xy	39	1	-1
c1_xy	16	1	-1
c1_xy	97	1	-1
c1_xy	54	1	-1
c1_xy	3	1	-1
c1_xy	69	1	-1
c1_xy	120	1	-1
c1_xy	133	1	-1
c1_xy	100	0	0.25033
c1_xy	70	1	-1
c1_xy	70	1	-1
c1_xy	70	1	-1
c1_xy	118	1	-1
c1_xy	92	1	-1
c1_xy	81	0	0.540679
c1_xy	72	0	0.459232
c1_xy	25	1	-1
c1_xy	74	1	-1
c1_xy	104	0	0.213482
c1_xy	22	1	-1
c1_xy	65	1	-1
c1_xy	57	1	-1
c1_xy	137	0	0.295552
c1_xy	147	0	0.332391
c1_xy	154	1	-1
c1_xy	12	1	-1
c1_xy	15	1	-1
c1_xy	5	1	-1
c1_xy	84	1	-1
c1_xy	127	0	0.331716
c1_xy	80	1	-1
c1_xy	28	1	-1
c1_xy	27	1	-1
c1_xy	110	1	-1
c1_xy	111	1	-1
c1_xy	132	1	-1
c1_xy	167	0	0.338508
c1_xy	142	0	0.287592
c1_xy	96	1	-1
c1_xy	86	1	-1
c1_xy	132	1	-1
c1_xy	129	0	0.252749
c1_xy	160	1	-1
c1_xy	65	1	-1
c1_xy	95	1	-1
c1_xy	92	1	-1
c1_xy	131	1	-1
c1_xy	117	0	0.257469
c1_xy	102	1	-1
c1_xy	148	0	0.246508
c1_xy	145	0	0.225637
c1_xy	167	1	-1
c1_xy	123	0	0.209769
c1_xy	180	1	-1
c1_xy	169	1	-1
c1_xy	175	0	0.271217
c1_xy	159	0	0.297299
c1_xy	183	1	-1
c1_xy	160	1	-1
c1_xy	185	1	-1
c1_xy	125	1	-1
c1_xy	165	1	-1
c1_xy	171	0	0.22503
c1_xy	163	1	-1
c1_xy	168	0	0.369762
c1_xy	161	1	-1
c1_xy	122	0	0.233858
c1_xy	159	0	0.230988
c1_xy	147	0	0.268253
c1_xy	140	0	0.784098
c1_xy	189	1	-1
c1_xy	164	0	0.296265
c1_xy	117	0	0.256053
c1_xy	178	0	0.258253
c1_xy	167	1	-1
c1_xy	176	0	0.229085
c1_xy	185	1	-1
c1_xy	143	1	-1
c1_xy	178	1	-1
c1_xy	116	1	-1
c1_xy	144	1	-1
c1_xy	133	1	-1
c1_xy	152	1	-1
c1_xy	103	1	-1
c1_xy	149	0	0.195904
c1_xy	25	1	-1
c1_xy	161	0	0.35645
c1_xy	118	0	0.291123
c1_xy	177	0	0.513147
c1_xy	76	1	-1
c1_xy	170	1	-1
c1_xy	120	1	-1
c1_xy	154	0	0.285577
c1_xy	149	0	0.249817
c1_xy	112	1	-1
c1_xy	164	0	0.228222
c1_xy	139	0	0.15912
c1_xy	45	1	-1
c1_xy	223	1	-1
c1_xy	139	0	0.205423
c1_xy	143	1	-1
c1_xy	147	0	0.223292
c1_xy	203	1	-1
c1_xy	149	0	0.321662
c1_xy	175	1	-1
c1_xy	156	1	-1
c1_xy	187	0	0.206243
c1_xy	160	0	0.326099
c1_xy	36	1	-1
c1_xy	218	0	0.497504
c1_xy	154	0	0.294265
c1_xy	132	0	0.179361
c1_xy	251	1	-1
c1_xy	148	0	0.396483
c1_xy	213	1	-1
c1_xy	144	0	0.202747
c1_xy	181	0	0.267718
c1_xy	117	1	-1
c1_xy	136	0	0.473556
c1_xy	150	0	0.325433
c1_xy	154	0	0.25516
c1_xy	148	0	0.294633
c1_xy	165	0	0.281532
c1_xy	131	0	0.218237
c1_xy	228	1	-1
c1_xy	153	0	0.326728
c1_xy	141	1	-1
c1_xy	221	1	-1
c1_xy	135	0	0.282764
c1_xy	117	0	0.242744
c1_xy	40	1	-1
c1_xy	135	0	0.243154
c1_xy	126	1	-1
c1_xy	121	0	0.293681
c1_xy	119	0	0.364469
c1_xy	88	0	0.174307
c1_xy	8	1	-1
c1_xy	101	0	0.254335
c1_xy	45	0	0.234476
c1_xy	44	0	0.469337
c1_xy	26	1	-1
c1_xy	73	1	-1
c1_xy	107	0	0.24306
c1_xy	80	0	0.30004
c1_xy	64	1	-1
c1_xy	35	1	-1
c1_xy	49	0	0.493015
c1_xy	62	0	0.236837
c1_xy	10	1	-1
c1_xy	6	1	-1
c1_xy	63	1	-1
c1_xy	8	1	-1
c1_xy	35	1	-1
c1_xy	25	0	0.540071
c1_xy	1	1	-1
c1_xy	2	1	-1
c1_xy	15	1	-1
c1_xz	6	-1	-2
c1_xz	52	1	-1
c1_xz	213	0	0.373287
c1_xz	96	1	-1
c1_xz	7	1	-1
c1_xz	76	0	1.79551
c1_xz	421	0	0.53475
c1_xz	40	1	-1
c1_xz	281	0	0.316053
c1_xz	254	0	0.486397
c1_xz	461	0	0.28921
c1_xz	430	0	0.199073
c1_xz	105	1	-1
c1_xz	12	1	-1
c1_xz	286	0	0.322978
c1_xz	445	0	0.274652
c1_xz	179	0	0.246508
c1_xz	189	0	0.561539
c1_xz	383	0	0.390815
c1_xz	176	0	1.20631
c1_xz	430	0	0.231733
c1_xz	516	0	0.324693
c1_xz	114	0	0.577719
c1_xz	505	0	0.47699
c1_xz	20	1	-1
c1_xz	84	1	-1
c1_xz	415	0	0.294633
c1_xz	431	0	0.329339
c1_xz	17	1	-1
c1_xz	490	1	-1
c1_xz	615	0	0.801365
c1_yz	1	-1	-2
c1_yz	392	0	0.339062
c1_yz	143	0	1.87465
c1_yz	354	0	0.368425
c1_yz	227	0	0.47064
c1_yz	6	1	-1
c1_yz	441	0	0.484023
c1_yz	169	1	-1
c1_yz	508	0	0.285042
c1_yz	573	0	0.429528
c1_yz	32	1	-1
c1_yz	534	1	-1
c1_yz	258	0	0.382349
c1_yz	489	1	-1
c1_yz	207	0	0.809481
c1_yz	439	0	0.531445
c1_yz	179	1	-1
c1_yz	522	0	0.571123
c1_yz	291	1	-1
c1_yz	24	1	-1
c1_yz	162	1	-1
